workout_id,duration_mins,avg_hr,max_hr,hr_spikes,pct_time_low,avg_emg,emg_fatigue,total_reps,effectiveness_label
w_4196e94c,32.9,148.3,170.7,5,9.0,424.0,26.0,144,2
w_9cdb3be5,45.3,138.1,158.4,2,9.2,405.3,22.6,149,2
w_619954e9,47.1,149.5,177.6,14,0.0,745.6,35.5,161,3
w_716543c2,12.1,89.9,101.8,1,68.8,129.4,1.4,12,0
w_e2d477f1,5.0,80.6,94.9,0,79.9,38.5,1.0,5,0
w_11b97daf,39.4,124.0,146.6,2,29.2,383.5,15.8,79,1
w_4a9a6a8c,56.1,157.0,177.7,6,3.0,395.6,10.7,189,3
w_8433aba1,34.0,141.5,167.3,5,9.9,380.9,26.9,101,2
w_96a40486,38.0,143.7,176.5,5,3.4,487.3,27.9,135,2
w_17f29442,36.7,109.0,128.6,1,44.0,202.9,7.5,71,1
w_839f37f1,37.8,130.0,158.1,7,14.4,347.4,10.2,194,3
w_6d87e2ca,7.7,98.5,115.1,0,91.8,55.5,0.9,9,0
w_13eb341b,52.0,131.7,151.8,5,16.6,543.8,27.5,142,2
w_e4d09fc6,39.0,145.9,172.4,4,12.0,477.0,18.8,133,2
w_0246ebef,33.0,154.0,170.5,7,6.0,390.0,20.0,90,2
w_b08f6ffb,41.1,136.8,163.7,6,20.9,515.1,15.5,91,2
w_02491b4d,42.7,131.3,152.3,6,19.5,502.8,19.9,121,2
w_504f5a82,77.8,85.0,94.6,1,83.3,103.1,2.5,57,0
w_f7038af7,51.6,159.1,186.3,8,6.0,701.5,26.0,185,3
w_f8c41a58,48.8,134.6,155.0,7,12.4,301.7,19.6,279,3
w_cac54cb4,32.3,143.0,159.6,4,12.0,543.5,22.0,120,2
w_e0ffffb3,26.6,99.1,117.7,3,29.8,206.2,11.1,69,1
w_c1e27208,42.0,90.0,117.4,2,65.0,546.4,37.6,62,3
w_64ac1d16,41.8,105.6,122.6,0,53.1,275.7,9.4,52,1
w_24726b17,26.3,116.3,131.2,3,21.3,324.8,12.2,72,1
w_9c9b434b,51.3,153.3,172.1,6,3.3,693.4,31.1,259,3
w_b7e4cafa,37.2,94.6,132.5,3,76.2,693.6,22.3,44,3
w_98e7c4c1,28.0,115.9,137.3,1,35.7,339.1,17.2,76,1
w_43d788d6,48.3,147.4,181.3,6,0.2,607.9,24.6,121,3
w_c1db3c88,45.5,123.1,142.7,4,21.2,237.1,8.4,102,1
w_b067391f,4.8,120.7,151.5,1,36.4,715.4,7.5,3,0
w_32ec166e,40.5,161.5,181.9,9,3.0,528.1,47.8,191,3
w_6b12c093,76.5,149.1,169.8,9,9.5,538.9,32.0,181,3
w_0ced651d,10.0,87.6,102.0,0,93.8,45.2,2.3,25,0
w_007a89d1,7.6,96.1,108.2,0,93.0,134.1,2.2,6,0
w_e7b46c3d,7.0,70.0,87.7,1,84.2,76.4,2.3,28,0
w_f79b99e8,51.9,168.5,195.1,12,1.4,690.0,49.8,188,3
w_88017fd6,6.0,74.4,84.2,0,83.2,161.2,0.9,8,0
w_0eb671cf,54.4,138.1,163.2,6,11.7,505.5,15.1,110,2
w_7df0830b,36.1,95.0,103.3,2,56.5,167.9,2.4,33,0
w_820213b2,44.0,140.6,175.0,5,6.7,582.5,24.7,143,3
w_5b5955f6,48.6,170.6,198.6,12,3.0,571.7,35.7,151,3
w_c0d3d3f9,27.1,92.6,114.5,0,75.4,198.6,2.0,36,0
w_ed020b1f,33.7,138.4,163.4,6,4.3,497.9,22.2,138,2
w_368d274f,49.0,121.4,148.4,6,10.0,348.7,15.2,94,2
w_d4c84bd7,41.3,144.8,174.7,7,4.9,481.6,22.4,106,2
w_f037f483,42.4,127.6,145.4,2,24.0,265.5,12.2,70,1
w_43dabf6e,42.2,94.9,124.3,2,63.0,640.7,27.3,79,3
w_9d371a96,32.8,120.8,136.8,1,35.1,295.8,9.3,43,1
w_d8902391,42.0,93.6,105.0,1,87.8,158.9,5.9,52,0
w_aff3d120,35.1,78.7,95.1,0,85.6,191.8,6.9,56,0
w_d07cb2d4,42.1,83.9,94.9,1,92.7,116.5,1.4,49,0
w_bad7edde,31.5,77.9,100.7,0,86.4,131.2,3.3,53,0
w_32bf0522,28.1,92.0,111.6,2,58.1,151.5,4.0,60,1
w_6aec1682,44.1,140.4,161.1,5,10.5,552.0,42.5,100,3
w_180d345c,27.8,76.0,96.0,0,62.8,102.9,4.9,46,0
w_3d1bcad4,46.6,162.9,191.2,8,3.0,634.8,32.8,174,3
w_9944ca57,51.0,123.4,147.6,3,12.3,356.0,24.6,108,2
w_8ad3ba87,39.3,136.1,164.5,6,15.6,475.3,25.4,87,2
w_8379b6cd,44.5,135.2,160.8,4,6.5,486.3,14.4,119,2
w_6dee1bc8,15.3,143.7,167.5,3,12.0,490.1,19.5,69,1
w_4730eeed,66.2,143.4,162.4,7,5.3,719.2,28.6,176,3
w_5fe6588f,54.1,92.4,117.7,3,72.1,549.5,30.2,33,3
w_4ab128f8,53.2,133.0,153.3,7,10.0,335.0,19.1,291,3
w_3f3f8da3,8.4,76.8,91.1,1,60.7,136.5,1.0,9,0
w_78cdfcfa,59.7,120.2,145.8,2,10.4,376.0,17.8,73,2
w_d23ede7c,49.8,173.0,196.8,10,1.9,720.4,42.9,182,3
w_1e11b9d0,29.4,119.6,147.5,3,26.6,363.2,14.3,92,1
w_96d3eb8c,43.0,150.2,178.4,4,6.0,455.2,19.6,144,2
w_e0cc00fa,21.0,129.0,149.8,5,19.3,396.6,13.1,42,1
w_bc752c15,33.3,115.5,129.7,4,24.7,252.5,8.4,94,1
w_bdcadf9b,59.1,153.5,174.7,6,3.2,620.0,36.1,171,3
w_519ea90a,23.6,124.7,142.0,2,39.1,408.0,8.7,45,1
w_7fc394de,6.9,147.9,180.4,4,0.4,480.2,37.9,21,0
w_ed8b8a3e,3.6,134.8,170.3,3,21.5,686.0,7.1,11,0
w_214499d9,5.6,122.8,154.9,2,19.0,648.2,12.4,6,0
w_832e1b83,37.6,144.7,161.9,7,9.5,525.9,16.7,109,2
w_9dbb22fb,22.1,90.2,113.7,2,54.7,230.2,8.9,30,1
w_1c184275,41.0,155.5,189.5,8,6.0,419.2,24.2,89,2
w_21e16a90,40.3,147.3,174.7,7,12.0,393.0,18.7,151,2
w_9dbbe7e9,26.6,86.0,103.4,0,79.5,171.6,3.3,25,0
w_f586481f,52.7,109.4,131.1,0,44.5,307.4,8.9,63,1
w_001c7014,29.3,153.9,188.1,6,5.4,517.8,28.8,80,2
w_4fd77a5e,60.1,117.1,133.9,5,14.5,334.5,23.7,124,2
w_ef86dfde,7.7,93.4,102.6,1,92.5,37.0,2.2,23,0
w_a7d89058,56.5,159.9,191.2,8,6.0,700.9,30.9,186,3
w_9bb6d655,37.5,144.6,174.5,9,11.3,542.9,47.9,183,3
w_d91b7a9e,36.7,113.6,130.5,1,44.5,212.2,7.7,60,1
w_9439fbd8,40.7,141.1,162.0,13,6.4,631.5,32.3,123,3
w_fa0be694,23.4,107.3,128.2,2,38.8,252.7,7.3,58,1
w_7b4c9f86,60.5,164.7,195.3,9,3.0,583.9,30.5,196,3
w_a1f5519f,27.7,86.3,111.9,1,70.6,106.9,1.6,53,0
w_8c95e1e7,47.8,108.3,126.5,2,48.0,284.5,6.8,56,1
w_80699dd3,31.6,126.8,149.7,1,25.0,370.7,13.5,45,1
w_c6898075,57.6,167.6,196.2,13,2.8,751.3,46.6,244,3
w_a29f9e25,51.9,135.3,149.8,4,8.9,449.4,23.6,103,2
w_50ac938e,44.7,162.0,190.7,13,1.9,691.1,29.9,216,3
w_8c9c9311,20.4,141.2,171.0,5,12.0,447.3,18.5,57,1
w_7dd4b8ff,49.9,132.4,162.0,8,14.9,346.9,19.9,221,3
w_02b891c8,25.4,91.2,105.1,1,38.3,253.3,6.8,52,1
w_bc8ed10b,48.1,99.0,114.4,0,42.2,220.3,11.2,56,1
w_7fd57c0e,20.4,115.1,138.0,2,40.2,310.7,14.5,60,1
w_4e9988c3,11.0,120.6,138.3,7,7.3,400.3,29.0,44,0
w_6d7ae4c2,48.6,138.0,167.8,5,15.9,515.5,23.0,108,2
w_403f7304,38.9,105.5,119.2,0,38.6,239.9,6.5,66,1
w_f3a193d3,5.7,158.9,181.4,4,6.0,583.5,10.3,25,0
w_8b8da355,38.2,104.9,118.6,0,41.8,279.2,9.8,58,1
w_6f3a8821,28.8,104.8,119.4,2,25.3,304.4,9.3,81,1
w_995edf58,38.5,103.8,118.6,1,27.5,319.0,11.9,40,1
w_9acf80a3,33.6,145.4,171.2,4,12.0,323.9,17.2,253,3
w_74efa5c1,36.3,137.5,164.0,5,8.5,473.7,17.2,100,2
w_3df90f6e,45.3,131.3,152.1,3,17.2,562.6,23.1,85,2
w_da015e62,27.6,96.1,111.3,1,47.6,136.8,3.4,47,1
w_2f6cd3c0,8.6,98.2,111.8,0,66.1,137.6,1.1,22,0
w_fae3f6d3,37.0,114.8,131.9,2,45.0,268.6,10.0,54,1
w_f45dea70,47.2,143.7,164.6,6,11.6,520.8,20.2,116,2
w_29781831,38.9,141.8,167.9,6,12.0,389.7,22.9,122,2
w_20127fb4,54.2,132.0,157.9,3,3.0,358.1,11.7,317,3
w_bc4b40f9,20.6,96.2,106.0,0,71.9,124.4,3.1,46,0
w_dc5da1a6,3.1,109.5,138.2,3,17.7,645.0,7.9,12,0
w_a45da957,31.6,117.8,130.1,0,45.0,207.1,9.6,47,1
w_04a47b43,22.7,127.1,145.0,4,21.1,257.3,11.4,72,1
w_24de7d36,53.7,75.2,96.7,1,70.4,174.1,0.2,15,0
w_43f59366,52.8,88.8,119.0,1,70.3,625.8,36.1,39,3
w_82dd0b92,34.4,77.3,97.1,2,79.0,87.6,4.2,32,0
w_5c57e8d1,16.1,143.6,172.6,2,8.2,379.9,14.6,68,1
w_25199a71,46.5,153.9,181.7,5,6.0,504.6,19.2,97,2
w_211953f3,33.1,124.5,137.5,3,37.0,321.2,12.8,80,1
w_1090079e,40.1,115.0,129.7,2,44.2,185.4,11.5,62,1
w_34945c2a,21.4,110.8,122.7,1,45.0,203.4,4.6,59,1
w_7ca0d7ab,22.1,114.0,134.4,4,18.0,258.8,13.1,56,1
w_32fc79c4,27.5,86.1,95.5,2,74.5,125.0,0.8,31,0
w_c2c01c5e,45.5,126.4,142.6,2,19.9,511.5,15.9,127,2
w_91d2ae3f,29.7,101.8,125.3,3,36.7,304.1,9.4,80,1
w_1c78923b,47.6,106.9,127.5,1,19.9,272.9,9.9,80,1
w_cb732d95,53.5,95.5,117.0,0,79.3,206.3,2.4,40,0
w_023bb80f,69.6,149.7,177.6,5,8.6,703.4,34.0,169,3
w_debdbc45,57.0,160.4,180.3,7,2.7,632.2,39.0,160,3
w_44a1d06c,39.1,148.6,169.9,12,7.0,572.2,27.9,170,3
w_fa6d78e5,39.4,134.2,151.2,5,18.4,499.7,15.7,97,2
w_bf994956,37.0,108.5,127.5,4,31.7,231.3,12.1,84,1
w_edd7d993,28.6,138.5,167.9,8,5.8,530.9,18.6,112,2
w_17e38592,47.4,165.0,187.4,8,2.0,561.7,30.7,123,3
w_52e4d363,10.0,121.1,150.4,1,16.7,617.8,5.4,4,0
w_64030eb3,35.5,158.2,183.6,12,4.9,599.9,25.4,158,3
w_fb42ba6c,46.5,139.5,158.3,3,7.1,379.7,19.5,123,2
w_647dd996,51.8,96.6,112.7,1,35.5,246.1,4.9,62,1
w_e1a9ab97,41.5,97.7,108.8,2,37.5,197.4,4.8,60,1
w_99694322,46.3,140.6,171.4,7,8.5,431.5,27.0,82,2
w_77455fd2,51.6,81.3,97.6,2,87.0,101.9,6.1,51,0
w_f1ef65ea,25.0,128.2,155.8,3,25.0,339.2,14.1,74,1
w_34419a59,36.1,110.0,123.1,3,39.4,232.2,13.6,98,1
w_9c8e20a4,40.1,145.1,163.8,4,12.0,397.7,19.4,117,2
w_9012941e,37.1,134.1,152.6,6,8.0,511.6,23.0,122,2
w_af79794e,59.3,142.6,166.4,6,4.1,764.4,38.2,143,3
w_c8866035,69.9,176.3,196.8,7,3.0,808.0,40.5,242,3
w_f7856507,43.2,171.4,192.5,13,3.0,553.9,37.3,206,3
w_b72a5183,43.1,130.0,155.2,4,15.4,435.0,19.8,86,2
w_2cbea2a2,2.0,172.5,204.0,4,0.0,587.0,34.9,12,0
w_346ed159,67.3,158.4,186.4,8,1.4,560.1,40.5,223,3
w_627c4233,50.3,163.7,189.0,6,3.0,344.1,12.4,267,3
w_bc579bd9,17.3,94.4,109.2,2,50.9,171.3,2.6,19,0
w_c79d44a4,22.2,80.2,97.6,0,62.2,61.0,3.1,20,0
w_d39e60e0,70.8,176.8,207.4,11,0.2,729.3,49.5,251,3
w_7c50d72f,45.5,139.8,162.6,5,10.8,339.7,14.3,85,2
w_79e17d6b,36.3,90.7,128.3,3,74.8,640.1,20.1,52,3
w_2e75e5f6,32.7,114.6,137.8,2,20.2,294.4,13.5,87,1
w_95342b32,9.2,113.6,138.8,2,21.0,550.0,17.2,4,0
w_8570ea74,6.3,100.8,111.1,2,61.1,65.2,2.9,39,0
w_d92fef19,88.4,70.1,89.4,1,83.5,176.9,2.8,42,0
w_78a620ec,35.8,156.3,177.1,6,2.6,402.2,16.1,146,2
w_a59f5af9,7.5,139.5,162.8,7,7.6,406.0,10.6,15,0
w_8a346b4a,49.8,133.4,158.9,5,8.8,494.5,27.5,97,2
w_285f24ec,30.6,154.5,184.8,3,6.0,507.2,20.4,114,2
w_6b71e859,24.5,133.9,148.0,1,22.9,327.9,12.9,76,1
w_68e5fa1a,26.2,123.6,142.1,2,17.5,330.5,12.9,50,1
w_170dcbda,52.4,164.6,179.7,8,3.0,475.5,14.7,192,3
w_a6e869ce,30.9,109.2,123.2,4,24.9,386.6,13.8,53,1
w_6d679769,22.6,103.6,122.2,3,27.4,370.1,11.7,81,1
w_4df182a5,50.3,81.1,100.4,1,75.9,186.8,1.9,63,0
w_a9e4ba3a,35.6,103.3,120.6,2,55.0,568.0,37.0,60,3
w_a898dd8c,40.1,139.3,163.1,8,17.3,347.6,17.7,224,3
w_a4e079e4,52.2,151.4,183.8,6,0.9,576.9,41.4,162,3
w_5fc1f2ef,27.8,119.6,134.1,0,45.0,250.4,13.6,78,1
w_a2e9cb30,13.7,88.8,98.7,0,47.8,85.8,4.5,27,0
w_492c9559,38.7,100.0,136.5,5,52.9,638.3,36.0,56,3
w_10ea15ee,46.4,162.4,184.3,4,3.0,445.9,12.6,310,3
w_1512f46d,48.6,134.0,158.6,6,16.3,416.2,22.7,121,2
w_0c9bb57e,6.0,158.5,175.6,3,0.8,463.0,22.2,14,0
w_c801801f,67.4,152.5,187.9,11,4.9,756.7,30.5,148,3
w_fe8bc205,43.0,137.9,152.9,6,12.0,421.0,22.3,158,2
w_7f49de69,55.0,137.1,163.0,3,14.7,475.0,22.3,74,2
w_a6da8a59,5.5,172.6,202.4,7,3.0,688.3,38.3,64,0
w_d7d59349,34.6,107.0,128.6,1,35.8,312.3,8.7,44,1
w_e13009e8,10.3,127.7,160.6,5,5.0,459.5,14.4,35,0
w_cb8938e9,53.0,176.7,210.0,13,1.4,803.0,42.6,259,3
w_e9113ebb,10.7,140.6,161.3,7,4.4,620.8,39.3,48,0
w_f0c2fb35,52.7,123.0,146.9,5,8.3,511.5,25.7,93,2
w_437b6646,64.7,126.2,153.5,2,25.0,417.7,12.2,119,2
w_8fb1da2e,43.5,142.3,173.3,4,5.4,527.0,19.2,106,2
w_904521a8,46.9,134.4,160.8,5,12.5,388.2,21.2,157,2
w_945ddb40,69.3,157.3,186.2,7,5.1,720.1,44.7,197,3
w_2de3f1c4,31.9,106.8,124.8,2,53.8,118.9,2.8,34,1
w_dea214fa,79.7,91.7,113.4,1,89.8,106.1,2.6,59,0
w_d31c86cf,11.5,72.1,85.3,2,58.9,146.6,0.8,34,0
w_5fd01136,45.1,119.1,141.6,6,9.8,322.1,18.2,98,2
w_33ad9d32,43.5,134.3,149.3,3,14.8,489.2,24.5,119,2
w_6a70fc3d,53.1,95.6,121.5,0,63.2,124.3,6.8,56,0
w_fbf68462,54.1,132.2,158.2,3,13.7,504.8,27.1,145,2
w_448c8fbc,6.4,167.7,194.3,6,3.0,542.5,27.9,65,0
w_6f6da3c1,39.4,95.6,114.2,3,58.5,99.5,4.1,34,0
w_867c72a6,55.7,148.0,173.1,6,12.0,336.0,23.2,284,3
w_386a71b1,41.3,144.2,175.6,8,10.1,549.1,28.0,113,2
w_0f042b8c,40.5,139.6,165.5,4,13.2,549.1,25.2,114,2
w_3abccb81,29.7,135.0,168.4,5,13.3,540.5,24.8,90,2
w_615f9cbc,3.3,71.4,80.8,1,53.0,57.5,2.6,25,0
w_cd648a68,75.5,162.5,186.6,5,3.0,718.3,41.0,273,3
w_670ee998,51.9,151.0,183.8,9,5.3,626.5,36.3,193,3
w_cbb9a932,7.3,89.7,95.6,0,92.9,87.1,2.2,12,0
w_cef84533,48.5,133.9,150.2,5,10.2,518.4,22.5,75,2
w_9b03534d,4.9,97.1,105.2,0,77.7,56.2,2.3,10,0
w_a568a39e,35.1,82.9,102.9,1,58.5,126.5,3.9,18,0
w_a520f2ae,46.6,131.8,150.2,6,14.5,379.0,21.4,99,2
w_a8f8fd8c,39.7,107.5,130.9,3,18.2,371.7,7.7,96,1
w_8fbdbb11,21.5,89.0,105.7,0,59.5,167.6,2.6,46,0
w_4c597484,61.6,135.6,161.3,4,14.1,414.0,15.6,94,2
w_2d22431c,45.5,135.6,170.3,4,8.0,571.3,32.9,189,3
w_9b20f8d2,51.6,172.5,196.8,7,3.0,672.4,45.5,235,3
w_73491d39,44.8,160.4,187.3,7,3.0,547.6,36.3,132,3
w_8ffb3fa1,32.2,90.1,102.8,0,56.7,50.1,3.0,26,0
w_bdbd9bc5,25.3,113.4,129.5,2,15.6,253.4,12.3,63,1
w_547e71f0,38.7,157.4,182.1,3,5.0,316.4,17.4,180,3
w_21bf1adf,50.1,144.9,170.0,5,6.0,625.9,33.5,211,3
w_4bb35e54,34.6,98.4,122.2,2,20.6,228.7,7.5,57,1
w_a14bcc1d,41.3,143.8,162.3,6,10.5,437.2,15.6,114,2
w_074b20aa,23.9,106.0,127.3,2,43.1,117.4,8.8,49,1
w_987b1bdb,48.9,151.8,176.1,3,6.0,559.7,25.6,96,2
w_1bbb26ee,43.6,119.7,134.8,1,23.5,251.5,14.2,62,1
w_566c40a7,53.5,101.3,114.6,0,42.8,228.3,10.0,79,1
w_71b5a251,52.6,146.2,176.0,5,12.0,536.9,19.7,97,2
w_c5a285d6,33.1,93.9,106.7,0,75.5,136.5,3.6,50,0
w_8a9e3e83,43.4,130.5,144.9,4,12.5,415.0,21.1,131,2
w_75f6972f,6.3,80.4,99.3,1,52.2,146.5,3.4,5,0
w_06691438,51.3,113.8,124.8,2,41.3,281.3,8.9,80,1
w_019d2975,8.3,128.1,143.3,4,0.4,466.3,19.1,63,0
w_fbb05420,49.8,140.3,158.6,7,4.2,487.6,34.9,188,3
w_cb8c7f22,16.0,133.9,162.3,3,19.3,496.2,16.1,65,1
w_4fbf2b32,45.4,90.1,109.6,1,55.2,664.2,20.7,39,3
w_3d0cb32d,85.8,78.6,87.4,0,78.8,170.3,3.6,18,0
w_adf379ab,89.3,82.0,91.7,1,79.2,105.5,2.0,8,0
w_22f0c493,41.5,98.6,132.7,2,51.5,739.6,25.7,35,3
w_4334a2b3,36.3,98.2,131.2,3,55.3,677.5,41.5,51,3
w_b0fb086f,36.0,121.8,143.7,0,24.3,231.3,9.2,82,1
w_c0c7c702,53.2,135.4,153.7,5,19.8,462.7,16.6,97,2
w_d0ea0f10,44.2,135.8,150.9,4,14.0,403.8,18.7,94,2
w_57bcd28f,8.4,118.7,156.5,2,17.4,564.1,9.0,7,0
w_fb4e6bfe,46.6,140.1,164.9,4,12.0,525.7,17.0,81,2
w_2e76bfc5,58.8,152.1,181.2,8,4.2,802.0,41.3,191,3
w_9a80d7cc,36.7,150.4,178.2,3,5.9,400.0,27.3,125,2
w_ca2256ef,28.5,94.3,109.9,0,82.7,75.2,1.3,35,0
w_6c36b8de,33.7,126.1,150.8,3,25.0,251.1,15.8,51,1
w_981d84ac,15.6,85.3,95.8,1,55.1,150.7,0.9,25,0
w_8df7d808,51.1,121.5,137.3,6,25.7,394.6,21.4,93,2
w_82cef356,36.8,103.7,124.2,3,24.7,307.5,11.3,65,1
w_adfcc900,54.8,79.0,92.7,1,83.0,186.5,2.3,38,0
w_72f499ac,56.5,140.5,160.0,2,10.4,396.3,12.9,81,2
w_0330f869,45.0,146.8,162.0,4,6.9,379.8,24.7,83,2
w_e1e47154,48.0,170.4,191.4,6,1.4,708.1,29.6,132,3
w_4741392f,14.8,83.7,94.3,0,69.2,70.0,1.6,25,0
w_49cfee5e,39.9,112.8,128.1,1,35.9,200.6,5.6,76,1
w_d50769c5,43.5,128.9,160.7,7,7.1,406.7,17.5,110,2
w_fdba5c4a,55.9,160.3,184.7,4,3.0,326.4,12.1,211,3
w_918acca6,43.3,138.5,164.5,5,2.4,303.5,16.1,309,3
w_c72caebd,49.0,108.2,125.2,1,54.1,253.1,11.9,59,1
w_3cff5dd3,5.8,115.5,136.2,2,34.9,616.8,17.5,5,0
w_4a22be46,67.8,148.2,174.1,9,6.8,776.1,42.4,216,3
w_233b78dd,34.6,146.4,174.1,3,12.0,493.3,19.6,115,2
w_7bc2dd6a,33.6,123.6,142.3,1,26.7,256.3,7.7,61,1
w_47813db7,42.1,115.9,135.6,4,19.9,234.9,12.5,68,1
w_5104a9f6,30.0,122.3,143.6,1,25.5,366.0,7.3,65,1
w_3a8b27f2,38.2,155.2,183.7,6,6.0,480.5,25.8,141,2
w_c81e81a8,25.1,113.1,127.4,2,30.8,390.7,14.0,81,1
w_346a4aab,10.8,98.3,107.7,0,51.7,137.3,2.7,7,0
w_e9097ff8,16.9,87.8,100.2,1,87.4,123.6,4.3,34,0
w_508d05c2,39.6,142.0,169.1,5,12.0,490.5,25.1,116,2
w_41d08fd9,3.4,126.0,149.6,2,13.8,624.9,16.2,9,0
w_d3a51621,46.9,156.2,175.6,7,4.0,512.5,19.6,104,2
w_7e8d6e3f,50.8,115.0,136.9,4,19.1,420.8,22.9,81,2
w_9583504d,35.0,97.1,130.4,5,72.6,546.4,30.1,45,3
w_18e81312,38.7,156.8,180.3,7,6.0,430.2,23.4,107,2
w_d77bf17c,36.8,151.7,183.6,8,5.8,513.8,31.5,116,3
w_3bd3e50a,8.7,97.6,107.5,0,69.4,141.4,1.0,24,0
w_ee21af27,47.0,125.4,140.0,5,8.2,536.9,14.7,96,2
w_fc45afb9,43.4,117.5,131.5,3,37.6,286.1,13.1,56,1
w_40e372d8,9.3,131.9,163.3,3,6.0,534.9,13.6,11,0
w_2a658940,33.5,110.0,128.5,2,45.0,253.3,2.0,72,1
w_833bb6e8,51.2,136.5,156.0,6,15.4,432.8,22.3,88,2
w_9185b2b9,18.7,127.5,152.7,3,11.2,367.1,13.7,65,1
w_5b026d0c,44.4,145.2,168.0,8,6.9,599.9,34.8,131,3
w_9ca9e4c3,51.4,144.3,169.1,7,12.0,369.3,15.0,131,2
w_4e587e16,37.5,153.6,182.3,7,6.0,554.7,22.9,101,2
w_a788283c,34.8,95.9,111.5,0,70.2,127.1,1.2,52,0
w_355c24e4,58.3,171.8,195.2,10,1.4,771.1,44.9,180,3
w_858c5d4a,33.0,92.9,107.1,0,49.9,262.5,6.4,62,1
w_a5b14095,8.5,82.7,99.6,0,92.8,137.9,0.5,27,0
w_714d789d,43.7,153.7,182.2,7,6.0,492.1,46.1,197,3
w_ec64e974,38.9,129.8,142.5,4,25.0,340.1,10.1,73,1
w_92d7155f,30.8,134.8,153.0,2,25.0,263.9,11.9,82,1
w_b1fcae75,21.4,88.6,105.0,2,48.9,221.8,2.5,47,1
w_6d805062,54.9,147.1,162.6,8,4.2,396.4,11.0,245,3
w_9a777538,26.0,110.3,134.8,3,42.1,385.2,15.9,49,1
w_67841bc4,85.8,76.6,90.0,1,81.3,67.4,2.2,22,0
w_727329e5,46.2,145.5,163.1,2,7.3,527.1,22.4,141,2
w_83bd0879,56.1,132.0,146.2,6,11.9,455.5,18.0,72,2
w_cbb2a832,17.5,118.2,146.1,2,17.5,408.7,17.2,50,1
w_f7be95b9,43.5,173.0,200.3,8,2.5,774.8,40.1,269,3
w_83fc3a24,41.3,153.1,177.4,7,6.0,516.1,23.5,117,2
w_4f20ebf8,46.9,98.6,119.8,3,80.8,191.2,2.5,43,0
w_6a11e687,40.5,97.3,117.8,0,29.0,255.3,9.9,60,1
w_45c8d570,50.7,85.6,104.5,2,74.4,132.1,1.5,36,0
w_975c5bf5,43.1,96.4,114.7,1,56.2,239.7,4.9,50,1
w_c87d6c56,50.9,158.7,177.5,9,4.0,584.1,43.0,223,3
w_e0782823,34.4,71.1,83.9,0,65.2,66.7,4.3,38,0
w_db7883e4,20.3,109.1,126.8,2,24.5,265.6,13.2,51,1
w_bf1fa625,29.1,118.3,136.0,4,23.7,266.0,14.0,91,1
w_ad341f83,6.2,129.1,144.4,2,2.0,302.2,34.5,59,0
w_3bba355d,8.8,169.0,195.9,4,3.0,491.8,27.5,61,0
w_ea3c043f,46.9,157.3,180.4,7,6.0,329.3,19.5,268,3
w_9bef7ed2,40.9,149.0,167.8,7,12.0,419.8,19.1,91,2
w_9de7f2bd,22.8,121.2,135.4,2,30.1,262.4,7.9,50,1
w_8d1a8787,50.2,127.8,157.2,4,9.4,524.3,15.0,133,2
w_94022545,7.2,87.8,102.3,0,65.7,165.0,4.6,26,0
w_40f56d27,38.8,122.7,146.8,3,13.6,463.0,15.6,113,2
w_3b4e4d3b,5.5,96.9,107.3,0,68.8,73.3,0.5,27,0
w_de072e3d,63.8,66.4,84.5,1,72.3,59.2,3.3,43,0
w_7e5d221b,48.0,176.4,210.0,15,0.8,635.1,44.6,181,3
w_99bce545,44.3,157.2,183.7,4,6.0,408.3,16.2,111,2
w_a176eab7,46.2,151.4,178.6,4,6.0,535.1,15.4,85,2
w_90462f4c,10.4,72.5,87.2,1,91.6,36.5,2.6,17,0
w_f5ba6d8f,39.4,81.6,100.9,1,76.0,152.7,5.9,59,0
w_26869313,5.4,105.3,128.6,3,22.5,713.6,13.8,6,0
w_e4c46ec5,51.7,136.3,162.1,4,11.9,366.9,26.6,94,2
w_249749dc,33.4,90.3,103.7,2,57.8,231.5,4.6,33,1
w_fa7c35c2,52.0,145.7,163.6,3,12.0,405.9,23.2,93,2
w_284930b3,28.3,146.3,167.6,4,4.1,530.9,24.9,126,2
w_33a74030,54.4,124.8,141.6,2,17.9,513.0,15.1,129,2
w_6352be4d,7.7,90.8,100.7,1,64.5,70.3,2.1,16,0
w_e94a8242,23.9,101.1,115.1,2,43.1,199.4,8.6,57,1
w_de45b593,5.4,101.6,141.3,5,36.7,646.3,8.2,13,0
w_799d7107,25.5,129.3,151.3,2,16.1,243.6,10.9,74,1
w_428f6bc6,79.0,80.3,88.5,0,88.4,58.6,1.5,13,0
w_6c10959e,73.1,143.2,169.0,6,4.7,690.1,25.6,177,3
w_441088cc,4.6,85.1,100.9,0,56.0,65.2,2.4,27,0
w_4dda5f45,32.8,123.5,144.3,1,35.7,242.9,6.5,43,1
w_b1b13d86,49.7,94.1,128.0,1,52.1,703.2,22.0,54,3
w_e213f8b1,72.6,166.1,187.8,10,3.0,617.4,32.0,185,3
w_71c24028,44.5,91.9,106.2,2,46.0,311.8,6.6,79,1
w_62dcd4c4,53.1,157.5,185.4,8,5.7,645.8,39.6,169,3
w_e6aa6e79,25.1,110.2,134.0,1,29.4,246.5,14.9,57,1
w_0967f8e4,29.0,123.4,147.1,1,30.5,214.3,13.6,71,1
w_e85ae0fb,37.1,75.8,93.0,2,63.2,113.7,2.0,18,0
